0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57,2,"[21, 168, 107, 351]",-80,"[-510, 53]"
58,2,"[386, 115, 542, 457]",45,"[365, -53]"
59,2,"[361, 64, 458, 479]",27,"[-25, -51]"
60,2,"[285, 135, 429, 436]",11,"[-76, 71]"
61
62
63,2,"[159, 117, 264, 420]",-33,"[-8, -37]"
64,2,"[115, 124, 226, 415]",-46,"[-44, 7]"
65,2,"[94, 117, 181, 413]",-57,"[-21, -7]"
66,2,"[58, 136, 155, 400]",-66,"[-36, 19]"
67,2,"[12, 125, 103, 393]",-82,"[-46, -11]"
68,2,"[0, 130, 79, 395]",-87,"[-12, 5]"
69,2,"[0, 116, 43, 356]",-93,"[0, -14]"
70
71
72
73
74
75
76
77
78
79
80
81
82,4,"[525, 0, 640, 480]",82,"[161, 0]"
83
84
85
86
87
88
89
90
91
92
93
94
95,5,"[0, 127, 119, 480]",-81,"[-1, -16]"
96,5,"[12, 148, 117, 480]",-79,"[12, 21]"
97,5,"[40, 158, 154, 479]",-69,"[28, 10]"
98,5,"[65, 179, 185, 467]",-60,"[25, 21]"
99,5,"[89, 168, 199, 475]",-55,"[24, -11]"
100,5,"[113, 193, 208, 447]",-49,"[24, 25]"
101,5,"[137, 205, 227, 441]",-43,"[24, 12]"
102,5,"[151, 184, 243, 439]",-38,"[14, -21]"
103,5,"[167, 191, 251, 409]",-34,"[16, 7]"
104,5,"[180, 184, 258, 418]",-31,"[13, -7]"
105,5,"[192, 196, 262, 418]",-29,"[12, 12]"
106,5,"[210, 199, 286, 404]",-22,"[18, 3]"
107,5,"[218, 203, 292, 397]",-20,"[8, 4]"
108,5,"[227, 203, 295, 399]",-18,"[9, 0]"
109,5,"[244, 210, 307, 387]",-13,"[17, 7]"
110,5,"[254, 209, 317, 388]",-10,"[10, -1]"
111,5,"[259, 212, 325, 384]",-8,"[5, 3]"
112,5,"[278, 213, 335, 382]",-4,"[19, 1]"
113,5,"[288, 216, 345, 374]",-1,"[10, 3]"
114,5,"[295, 211, 352, 380]",1,"[7, -5]"
115,5,"[302, 219, 354, 375]",2,"[7, 8]"
116,5,"[304, 216, 354, 375]",2,"[2, -3]"
117,5,"[313, 220, 365, 365]",5,"[9, 4]"
118,5,"[320, 217, 362, 366]",6,"[7, -3]"
119,5,"[323, 214, 369, 361]",8,"[3, -3]"
120,5,"[330, 217, 382, 363]",11,"[7, 3]"
121,5,"[338, 218, 389, 360]",13,"[8, 1]"
122,5,"[339, 220, 387, 352]",13,"[1, 2]"
123,5,"[343, 220, 392, 353]",14,"[4, 0]"
124,5,"[359, 224, 402, 354]",18,"[16, 4]"
125,5,"[365, 222, 407, 358]",20,"[6, -2]"
126,5,"[372, 226, 407, 351]",21,"[7, 4]"
127,5,"[376, 230, 414, 350]",23,"[4, 4]"
128,5,"[377, 231, 420, 345]",24,"[1, 1]"
129,5,"[383, 234, 422, 345]",25,"[6, 3]"
130,5,"[389, 229, 424, 340]",27,"[6, -5]"
131,5,"[392, 225, 424, 342]",27,"[3, -4]"
132,5,"[396, 223, 430, 342]",29,"[4, -2]"
133,5,"[396, 228, 429, 341]",28,"[0, 5]"
134,5,"[397, 227, 431, 340]",29,"[1, -1]"
135,5,"[397, 229, 429, 342]",29,"[0, 2]"
136,5,"[400, 226, 432, 336]",30,"[3, -3]"
137,5,"[401, 229, 431, 337]",30,"[1, 3]"
138,5,"[398, 229, 428, 337]",29,"[-3, 0]"
139,5,"[397, 233, 424, 335]",28,"[-1, 4]"
140,5,"[399, 232, 426, 335]",28,"[2, -1]"
141,5,"[401, 233, 428, 335]",29,"[2, 1]"
142,5,"[404, 232, 431, 333]",30,"[3, -1]"
143,5,"[407, 232, 440, 333]",32,"[3, 0]"
144,5,"[413, 232, 447, 330]",34,"[6, 0]"
145,5,"[427, 235, 451, 324]",37,"[14, 3]"
146,5,"[429, 235, 451, 326]",37,"[2, 0]"
147,5,"[431, 237, 453, 325]",38,"[2, 2]"
148
149
150
151
152
153
154
155
156
157
158
159
160
161
162
163
164
165
166
167
168
169
170
171
172
173
174
175
176
177
178
179,5,"[432, 233, 459, 328]",39,"[-7, -7]"
