23,0,"[3, 36, 155, 480]"
24,0,"[81, 49, 239, 480]"
25,0,"[180, 91, 329, 475]"
28,0,"[392, 103, 533, 480]"
29,0,"[447, 110, 590, 480]"
30,0,"[487, 118, 629, 480]"
43,1,"[0, 0, 101, 480]"
44,1,"[13, 25, 162, 457]"
45,1,"[42, 40, 267, 480]"
46,1,"[141, 40, 294, 480]"
47,1,"[190, 13, 306, 463]"
48,1,"[241, 32, 344, 448]"
49,1,"[297, 30, 422, 363]"
50,1,"[338, 55, 507, 334]"
51,1,"[401, 39, 513, 340]"
52,1,"[460, 37, 586, 340]"
53,1,"[529, 28, 636, 317]"
71,2,"[2, 88, 41, 355]"
73,2,"[42, 122, 133, 402]"
74,2,"[91, 105, 184, 414]"
75,2,"[85, 126, 224, 398]"
76,2,"[172, 104, 260, 409]"
77,2,"[187, 121, 332, 412]"
78,2,"[240, 84, 347, 432]"
79,2,"[295, 105, 420, 434]"
80,2,"[356, 64, 447, 460]"
81,2,"[389, 97, 543, 448]"
82,2,"[500, 99, 604, 432]"
83,2,"[536, 118, 640, 452]"
95,3,"[4, 0, 169, 430]"
96,3,"[159, 0, 338, 450]"
97,3,"[378, 0, 529, 467]"
