32,3,"[365, 0, 537, 480]"
33,3,"[365, 0, 537, 480]"
48,2,"[545, 82, 639, 411]"
49,2,"[469, 106, 562, 426]"
50,2,"[402, 124, 520, 458]"
51,2,"[340, 123, 496, 454]"
52,2,"[309, 142, 415, 444]"
53,2,"[243, 121, 388, 455]"
54,2,"[234, 96, 341, 443]"
55,2,"[145, 151, 304, 435]"
56,2,"[160, 109, 257, 431]"
57,2,"[130, 124, 219, 414]"
58,2,"[88, 115, 187, 417]"
59,2,"[29, 149, 153, 390]"
60,2,"[15, 137, 143, 399]"
73,4,"[106, 6, 253, 417]"
75,4,"[274, 16, 441, 417]"
76,4,"[416, 47, 573, 480]"
77,4,"[525, 86, 640, 480]"
89,5,"[1, 137, 75, 480]"
90,5,"[2, 152, 116, 480]"
92,5,"[57, 159, 172, 478]"
93,5,"[83, 160, 180, 474]"
94,5,"[112, 187, 206, 458]"
95,5,"[128, 189, 220, 439]"
96,5,"[148, 180, 238, 443]"
97,5,"[169, 184, 242, 432]"
98,5,"[180, 184, 253, 428]"
99,5,"[189, 187, 265, 415]"
100,5,"[206, 194, 277, 406]"
101,5,"[217, 189, 284, 412]"
102,5,"[229, 195, 296, 405]"
104,5,"[258, 207, 319, 389]"
105,5,"[267, 208, 327, 390]"
106,5,"[284, 215, 347, 379]"
108,5,"[294, 214, 353, 378]"
111,5,"[318, 214, 365, 367]"
114,5,"[332, 229, 379, 365]"
115,5,"[332, 217, 381, 359]"
117,5,"[340, 220, 388, 355]"
118,5,"[344, 221, 390, 349]"
121,5,"[396, 234, 425, 342]"
121,5,"[375, 230, 419, 354]"
122,5,"[380, 223, 420, 351]"
124,5,"[389, 227, 427, 344]"
125,5,"[389, 228, 430, 344]"
126,5,"[389, 227, 429, 344]"
128,5,"[397, 227, 437, 340]"
129,5,"[398, 230, 439, 340]"
130,5,"[403, 234, 439, 342]"
131,5,"[410, 233, 444, 340]"
132,5,"[408, 238, 444, 335]"
133,5,"[413, 230, 446, 336]"
134,5,"[408, 230, 444, 334]"
135,5,"[414, 233, 445, 334]"
138,5,"[419, 231, 447, 331]"
139,5,"[417, 231, 448, 331]"
141,5,"[415, 228, 446, 333]"
142,5,"[417, 235, 440, 328]"
143,5,"[417, 235, 441, 328]"
144,5,"[419, 234, 443, 329]"
145,5,"[419, 232, 444, 328]"
146,5,"[421, 232, 444, 329]"
147,5,"[420, 234, 443, 328]"
148,5,"[421, 232, 444, 329]"
150,5,"[420, 234, 444, 328]"
151,5,"[420, 232, 444, 328]"
152,5,"[419, 232, 444, 328]"
153,5,"[420, 231, 444, 329]"
154,5,"[419, 235, 447, 327]"
155,5,"[427, 244, 451, 327]"
156,5,"[431, 232, 452, 329]"
157,5,"[443, 239, 473, 325]"
