7,0,"[23, 94, 194, 471]"
8,0,"[125, 92, 299, 473]"
9,0,"[214, 120, 410, 471]"
10,0,"[318, 113, 460, 480]"
11,0,"[421, 141, 548, 480]"
12,0,"[480, 142, 637, 477]"
27,1,"[1, 39, 153, 475]"
28,1,"[55, 47, 224, 477]"
29,1,"[104, 70, 266, 469]"
31,1,"[223, 86, 367, 455]"
34,1,"[407, 79, 490, 336]"
35,1,"[454, 74, 566, 344]"
36,1,"[514, 53, 602, 332]"
50,2,"[0, 134, 80, 443]"
51,2,"[14, 116, 129, 425]"
56,2,"[100, 149, 180, 379]"
57,2,"[92, 164, 155, 369]"
65,4,"[5, 0, 166, 438]"
66,4,"[94, 21, 272, 447]"
68,4,"[388, 47, 587, 421]"
69,4,"[495, 12, 632, 462]"
80,5,"[0, 138, 57, 480]"
82,5,"[23, 199, 135, 475]"
83,5,"[36, 159, 155, 480]"
84,5,"[62, 176, 163, 464]"
86,5,"[124, 210, 224, 455]"
87,5,"[135, 195, 233, 447]"
104,5,"[319, 219, 370, 372]"
105,5,"[321, 221, 371, 373]"
106,5,"[341, 222, 384, 369]"
109,5,"[353, 235, 395, 356]"
113,5,"[368, 224, 400, 352]"
115,5,"[377, 229, 415, 353]"
116,5,"[383, 226, 417, 350]"
120,5,"[398, 232, 420, 338]"
132,5,"[431, 242, 451, 322]"
133,5,"[448, 237, 477, 322]"
